Rating,Review,category
4,Value for money,toys
5,Love puma ???ƒ?ƒ??‹? No words to say m satisfied also my fav brand shoes are awsm,fashion
4,Nice product in this range.but I feel it is very light weight so we should use it very carefully otherwise it will damage..majority of this made up of low quality plastics..,home
1,Poor quality,toys
5,Fantastic one,fashion
4,Value for money.Same as the image. Good for above 6 months babies,toys
1,not cool ,fashion
3,Wonderful  the colours & sizes are great. My daughter just loves them.,toys
4,The media could not be loaded. ?ÿThe cook top is so fragile  it got broken before the delivery. I am highly disappointed with amazon. Amazon is focing only to its prime customers and not to regular customer.talking about the broken product  it seems ot cant bear weight more than 5 kg  the body is plastic not very thick or durable and will start cracking soon after regular use. The only thing that motivated me to buy the product was the company name  but I think Prestige is also no more a brand you can trust for durability of products.I was disappointed with the price aswell. Wattage is very low as compared to other brands at same price of 1730 Rs.Overall a very very disappointing experience  both by Prestige and Amazon. Would give zero star If I could.,home
1,late delivery,fashion
1,Not good,fashion
5,Fab story,books
3,Experience was excellent..,toys
3,My son like it  but me nd my wife doesn t like,toys
4,Superb   completed the book within 3 days. But don t want to read more books like that  want to change taste. Enough for suspense thriller.,books
4,Very cheap product and very lightweight  in the same price you can buy better than this product in chandani chowk that is of rubber quality.Very disappointed,toys
5,I like this product for ruf use.,fashion
2,"This is the worst phone . Camera quality is not good at all . Phone hangs alot , sometimes it does not respond touch doesn't work . Sometimes it operates by itself abnormally. Total wastage of money. Highly disappointed.",mobile
4,Thickness of the puzzle is goodSelection of pictures is nice,toys
1,Not worth buying,mobile
5,Its been 3 years  It worked well  now it doesn t work properly. Now I just bought another one. I can repair the old one too  but I think its worth buying new one instead. It lasted 3 years without any problem  so I am satisfied the product.,home
5,Incredible buy it don t think more....,fashion
4,Must buy must buy,toys
5,Great product. Does the job perfectly. Have used this for a few years. Maintain it clean  avoid spillages as much as possibl  dry the surface often. Be careful not to switch off the plug right after cooking as the internal cooling fan takes a minute or two to stop. Works really long. Can cook about anything with iron cast and other induction compatible vessels.,home
4,Less sturdy but okay toy,toys
5,Keeps u on the tip till end,books
1,"Don't buy , This mobile has blinking issue.Poor sensitivity.",mobile
4,I bought this phone in October 2020 for around 45k during a sale. The phone is still in its best phase and I didn‹¨«t even realise it‹¨«s been such a long time. Love it!,mobile
1,unfair product,fashion
5,Nice,fashion
4,Best phone,mobile
4,Awesome,toys
2,features is not good ,mobile
3,Children like to play in that rings,toys
2,Worst product,fashion
5,I faced problem with my cook top in 3 months. When i tried to complaint  their toll free number is waste   you will never be able to contact.After mailing them 4 time i got a service id number. I waited for 10 days no one called. After that I again emailed i was give a number . I Called on that number only to be answered after 4 days.and now they are asking for money for under warranty product by saying since it is online product i will have to pay.,home
5,I m using this product from mid of September.After 2 months of use the shoe started tearing from front and side. And till December the condition of shoes is like throw it in garbage.Completely waste of money,fashion
2,boring game,fashion
4,IT SHOULD BE MADE FROM SOFT PLASTIC,toys
5,Very nice ???? Osama,fashion
5,Amazing,fashion
1,bad response,mobile
5,Like this product,home
5,Like it,fashion
3,It reads the same a the book by Keith Harrell. It has the same title but I thought it would be different.,books
5,I faced problem with my cook top in 3 months. When i tried to complaint  their toll free number is waste   you will never be able to contact.After mailing them 4 time i got a service id number. I waited for 10 days no one called. After that I again emailed i was give a number . I Called on that number only to be answered after 4 days.and now they are asking for money for under warranty product by saying since it is online product i will have to pay.,home
5,If you have an appetite for some gruelling murder  astonishing mystery  impeccable narrative and some worthy strong characters...this is the book to buy....,books
4,Very nice product.,toys
2,not having proper response when I am contact with director,mobile
5,I love it,clothing
5,Good,books
1,Worst quality and it smells bad .,toys
1,wastet of money,fashion
2,I hate it,mobile
1,Over heat,mobile
3,Value for money  it was packed well. Material is thick and of hours quality. My baby liked it,toys
1,The product I received was really bad it has tiny holes everywhere,toys
5,Its best product in its price range. Its so easy to use. Delivery was also within time  packing was great.if u r first time user then this is best piece u can look for.Stylish  elegant look with easy to use features are its pros.As of now i didnt find any con.,home
1,The product quality is not upto the mark...,toys
5,I quite enjoyed the previous two Inspector Saralkar mysteries. As such when this book released  I bought it promptly with much expectations. And I must say  the book met with each of my expectations.Inspector Saralkar and Motkar are back. This time they are investigating what seems to be an open and shut case of a man murdering his cheating wife and then hanging himself complete with a suicide note with the murder confession. Trust Inspector Saralkar to look closely even in such a case  and what he digs up is a lot of trouble including an unsolved murder.I like this series as it seamlessly combines mystery with drama. There s a lot of drama in the book  whether it be in Saralkar and Motkar s personal life or whether be it in the case. And the comic relief with Saralkar s sarcastic one liners is always a welcome thing in a book. In this instalment  we see the protagonist grow a bit as he ties up all the loops in the mystery. What is interesting is the way the author builds up each sceneƒ?? from police station to the crime scene  the settings are always detailed. The dialogues in the book are mostly sharp and crisp. By the time the climax comes in  everything is neatly set up for Saralkar to tie up. Not a single plot hole.Overall  this is one of the best IWE mystery books that I have read in recent times. I recommend it to all mystery and whodunnit lovers.,books
4,Remember when family indoor pastimes were card games and board games  and not TV/videos? Here s part of the return of card games for family and family-oriented dates!,toys
5,It keeps you interested throughout.,books
5,ts a very user-friendly  There is a good Control Panel - Push button for all types of Indian foods. NO EXTRA Training Needed to operate.Durability is looks awesome. This induction comes with 1 Yr. warranty  but I think its a one-time investment. No heating problem and less electricity consumption: Voltage: 230V; Wattage: 1200W.It works only with Induction base cookware - bottom diameter between around 12cm-26cmIts style is good and handy  you can easily carry in traveling also  because of its lite weight.Being a user of this prestige induction. I am suggesting to all of you  You can purchase this induction  without any worry.,home
5,I think its a Awesome product by Pigeon in just under 15oo  Quality wise it is became better if Pigeon wants  otherway Induction is awesome  i buy it second time and last is working but broken in an accident thats y i buy it again bcoz reasonable price and similar like many companies like Bajaj-Philips-and more  Dont Think GO FOR IT,home
1,colour is too bad,mobile
5,wow nice quality and product,fashion
2,Dummy model,mobile
5,Too large  if you need size 7  order for size 4,fashion
5,Nice Shoes correct fitting,fashion
1,Didn't received protective case.,mobile
2,dont buy it.,toys
1,Waste of moneyOld products selling by Amazon,toys
2,unprofessional delivery boy,mobile
5,A gripping page Turner!! Very captivating story and highly engaging.. Although little elaborated  still holds the pace and grip in the story. Plot never slows or has any dull moments..,books
5,Very soft shoes,fashion
5,We opened and started using the product after the  return period was closed  so its our oversight in that sense. But when we did start using it  the product doesn t seem to work at all.,home
1,Not good,fashion
5,I not like this product,fashion
1,don't any sloving issues after the delivery,
5,The plastic which used to built the product is very poor i dont think it will survive till the end of this year.Prestige should focus on quality rather than manufacturing low price.Written on the box ???? Made with pride in india - this is how we compete in global market  I m going to buy another product even if i need to pay ???ø extra.,home
1,lot of issues after using this product,fashion
3,Good..but had some holes and stacking rings..should maintain quality.otherwise good toy..,toys
1,not great,books
5,very reasonable ,mobile
5,Worth reading. Saralkar is awesome. Motkar could be more interesting. But plot keeps you tightened till the end of the story...!!!,books
5,Good for a weekend read.,books
1,Product colour is not matching as shown in the picture... and product quality is very poor....,toys
3,Generally all right in place  could have been cheaper.,toys
1,regret to inform you I didn t receive the complete set smiley on the top is missing.,toys
5,The worst product I got from Amazon. I never thought such a faulty product they r going to dispatch to me. Packing & everything was good. But when I started cooking inside from this some tok tok sound was coming... I took it prestige service centre. Okey here technician checked. When I return to my room again it s started it s same activity. Now the induction is not producing heat. Most important as I crossed across 10 days return period now I can t return it to Amazon. I was supposed to by from flipcart. But in Amazon the same product I got 200 of so I took from Amazon... Now m getting why they put 200 off.... Just falto... Amazon... U guys r playing with customer money...,home
2,Defected piece.,fashion
4,Well.... Brand lovers,mobile
4,Very nice toy....,toys
2,Very light weight,toys
4,Worth the money  beautiful colors and picture.,toys
5,Fantastic one,fashion
1,grotty and dirty,mobile
4,Got the product for a better price compared to the offline stores,mobile
3,Nice one,toys
1,Very low quality product.This type of product is not acceptable by Amazon,toys
5,Its was only good in photo not in out side. Theme of the shoes is bad.quality is too poor ... i am using for running... not good,fashion
5,Really captivating with twists in the course of investigation adding to the flavour...A thoroughly good read...,books
4,In this product good quality plastic is used.,toys
1,Plastic is of cheap quality,toys
1,"Very bad quality camara front and back , very bad performance . Please don't buy it's money waste products .",mobile
1,bad response,home
2,Its not worth the money spentCheap item packed in a transparent cover which i have not seen in any Amazon product its worth Rs 30 only.Spoiling Amazon reputation,toys
2,unhappy with delivery response,mobile
2,Ordinary quality   very poor packaging but than price justifies all .,toys
4,Good product. Low quality plastic. But ok for kids to play,toys
1,delivery issues,mobile
2,dont buy it.,toys
4,Good for kidsbut high pricE.,toys
2,problems with product quality,books
4,The media could not be loaded. ?ÿValue for money. Packaging is good.plastic quality is average.,toys
1,Stitch problem,fashion
2,I hate it,toys
4,My kid loves this,toys
5,wow nice quality and product,fashion
5,Value for money,fashion
1,delivery issues,books
1,POOR QUALITY SOLE IS HARD,fashion
3,Must have,toys
1,low performance,mobile
3,Thanks,toys
2,I hate it,clothing
1,late delivery,mobile
2,I never expect from you ,fashion
1,funny  toy,fashion
3,"Really good device with great looks and screen. camera is quality is really bad, do not trust online reviews. Can't game on this.Buy for light use and older generation people.",mobile
1,boring game,fashion
3,you can buy it  but its need improvement,mobile
5,It s just amazing,books
2,Need to improve thinness,toys
5,I bought pigeon s induction cooker for the same money and it has more functions than this.. This one is for beginners.... just click and cook ... nothing to adjust!,home
5,This product has good look and finish. My only problem with it was while making roti/chapathi. The Roti/Chapathi required certain amount of heat for a smooth finish which I find lacking in this particular model. Disappointed.,home
2,lot of issues after using this product,mobile
5,Item looks like used one.. received by Damaged packaging and no warranty card and also no exact product box... very very worst experience in Amazon,home
4,Too good,toys
2,bad response,mobile
5,simply wonderful product,fashion
2,problems with product quality,mobile
1,Very delicate.... poor quality plastic... waste of money....,toys
1,bad response,home
2,Worst battery performance,mobile
5,ts a very user-friendly  There is a good Control Panel - Push button for all types of Indian foods. NO EXTRA Training Needed to operate.Durability is looks awesome. This induction comes with 1 Yr. warranty  but I think its a one-time investment. No heating problem and less electricity consumption: Voltage: 230V; Wattage: 1200W.It works only with Induction base cookware - bottom diameter between around 12cm-26cmIts style is good and handy  you can easily carry in traveling also  because of its lite weight.Being a user of this prestige induction. I am suggesting to all of you  You can purchase this induction  without any worry.,home
5,I love the product,fashion
3,Very light weight product  gives feeling of cheap plastic quality. Not at all a well finished product. From day it is getting tapped. Dents will be frequent in future days I guess. Very low quality  only a buy if it s costs less than Rs 50.,toys
1,grotty and dirty,home
4,The product promised jigsaw for all 4 seasons but we got only 3.,toys
5,Material quantity is good.superb product.. packing is also good.,toys
2,services are very bad,books
4,bakwas hai selfie camera,mobile
5,wow nice quality and product,fashion
4,The product was good packaging done properly,toys
4,Very nice,toys
2,I hate it,mobile
5,Hard to stop reading once u start...the ending was so brutal that it almost got me nauseous as to how cruel a criminal can get. The plot is very interesting and keeps us guessing the murderer.Nice work by Salil Desai. Brought two other books from the same writer ðŸ™,books
2,Phone keeps on hanging. Very bad experience with Samsung. Don't buy this phone. Wastage of money.,mobile
1,No proper packing  no thickness  very light and dull looking.,toys
1,Price is too high,toys
2,Comparing the quality of the product the price is too high.. ok ok types product.,toys
1,Value for money light weight....,toys
4,Quality of the product is cheap..it is like the local Rs 30 plastic toys that sell door to door...not worth it!,toys
2,delivery charges is too high,home
2,horrible service,mobile
1,waste of money,fashion
4,Best for babys,toys
5,Great product. The heating is a slow process in this cooker. You may get other non branded induction cooktop with better heating and higher range of temperature at a even lower price than this. I have a non branded one in support for this  so it s not a problem for me. But solely relying on this one might increase your cooking time.,home
4,Wonderful   kids will surely love it.,toys
1,Product wise price is too high...plastic quality is not good...,toys
5,Well let me tell you honest story behind buying this book  I was simply fascinated by the cover and Mr. Sriram Raghavan s feedback. I wasn t expecting nothing as such because of my previous experience (for thriller specially) by Indian authors.But as the story starts and it begins to reveal one by one incidents and secrets behind the murder. I am spellbound by the story. Just buy it thriller lovers without thinking twice  you won t regret for sure!! This book deserves recommendation and hype.,books
2,not recommended,mobile
1,No use,mobile
5,The shoe is quite nice in this budget.Very light weight and comfort.,fashion
3,Best product but poor packing on simple plastic wrap paper,toys
5,feels good about it,fashion
1,don't any sloving issues after the delivery,
3,Excellent,toys
2,I hate it,clothing
4,Value for money,toys
4,Good product.Same as in the picture.Value for the money.,toys
1,unhappy with delivery response,fashion
4,Good,toys
5,With good packing i have the best phone with good price as well. With original packing as well,mobile
2,Very disappointed. I bought this phone three months back and now battery drains so fast (80 % to 40 % within 10 mins).,mobile
3,The media could not be loaded. ?ÿSo good at this price,toys
2,unfair product,home
5,Very nice product,home
1,The product quality is not upto the mark...,toys
1,Don‹¨«t buy after 4months phone not worked no product support,mobile
2,delivery charges is too high,books
5,Value for money,fashion
3,"Really good device with great looks and screen. camera is quality is really bad, do not trust online reviews. Can't game on this.Buy for light use and older generation people.",mobile
2,not recommended,home
3,It is light weight. Fun stacking toy. Not the best quality. Made out of plastic.,toys
4,Value for money ???ø,toys
1,careless staff,books
1,Dislike and I use daily,fashion
4,Nice product,toys
1,grotty and dirty,home
2,Good,toys
1,bad experiences,mobile
4,Good,toys
1,unhappy with delivery response,fashion
1,As it is used by babies should not have sharp edges.. but it s not finely shaped and smooth surfaces,toys
5,very reasonable ,mobile
1,not so good!!!!,fashion
5,simply wonderful product,fashion
1,unhappy with product services,books
4,Nice,toys
1,I am not satisfied,fashion
1,I am not satisfied,fashion
1,Very delicate.... poor quality plastic... waste of money....,toys
5,Just go for it. It is an amazing induction which can be used for quick cooking. It has many modes which can be changed according to what you are cooking. The build quality could have been better and the length of the wire is too small. Otherwise it is perfect to use.,home
5,You can trust the performance from Philips. Heat up extremely fast (at least 3 times faster than LPG). Manual mode is more convenient.,home
5,Bought it because of the exceptionally high reviews but it proved to be a dud. From the beginning it was as if you are watch Crime Patrol.The writer tries hard to bring the characters to life but unfortunately fails. The story is somewhat predictable and it gets really boring towards the end. Detective novel enthusiasts are better off devouring Conan Doyle  Agatha Christie and Dorothy L Sayers.,books
1,waste of money,fashion
2,Very thin n low quality,toys
5,I am satistied,fashion
1,Not money worthy,toys
2,repair in the product without reach the guarantee measures,home
4,Gifted this to my sister s daughter..she enjoyed doing this :-),toys
4,I think what I like most about this book are all the positive  motivational quotes that are used in it. The book does not say anything earth-shattering  but it does give me something of an attitude adjustment -- which is  after all  what I was looking for. I like it. Quite often life s great truths seem to be things that we already knew but just needed reminding of.,books
2,Excellent,toys
5,wow nice quality and product,fashion
4,It s a great narrative. Being a Bhagat fan   I tend to compare with his previous books. This one is a great plot and very simple to read. But I miss his metaphors and analogies he gave in other novels especially about a guy s feelings. I learnt this about indian men from his books - The species we otherwise assume aren t very expressive about feelings have a lot of them!!! That one part was missing. But a SURE READ. Also missed his highlights of social issues without judgment. But sometimes you can do without them. Great work  Chetan.,books
5,This is just an normal Induction  However spares are very expensive in comparison to other manufacturers.Better to go for Prestige or Bajaj  the life span of the fan or the main board is more or less the same.,home
4,This is a short read  but packed with great information on how your attitude affects your life. Jeff s approach is clear and concise. There s no fluff in this book. I pick it up at least once a week and read different parts of it. Every time I do it helps remind me to keep my attitude in check.,books
4,The pattern and size is suitable for my 3 years old kid so he loved it.,toys
2,Very low in quality . But value for money,toys
1,"This is the worst phone . Camera quality is not good at all . Phone hangs alot , sometimes it does not respond touch doesn't work . Sometimes it operates by itself abnormally. Total wastage of money. Highly disappointed.",mobile
4,Safe for babies....no sharp edges  bright attractive colors...don t know about it s price in market but all in all good for my toddler ????,toys
3,Good product.... Little bit small.... Other than that it s good,toys
1,Very low grade product  not recommended. Even not packed very well. Dont buy.,toys
2,problems with product quality,fashion
4,Worthy item,fashion
5,nice product,home
2,services are very bad,books
4,Worth it. Must buy. Material could hv been of better quality rest all good. I have kept the toy beside a glass(300ml) to give a fair idea about its height. Recommended ????,toys
5,Good product from Philips . Convenient to use.,home
1,unhappy with delivery response,fashion
1,totally worst,fashion
5,Nice product....,fashion
3,Nice product good for above 7 month,toys
4,Goood toy,toys
1,No sharp edges.. toy is light weight and bright in Colour. Hence attracts kids.,toys
5,This product is really a farce. I owned an induction cooker that lasted for 5 years before it slowly died on me. This one did that in 3 months. The controls now blink  the power-rating changes (increases and decreases) automatically with a beep  i.e if you set it at 1200 and move away it creeps to 1800 in a few minutes when we move away. The timer-mode stopped working. I regret making this purchase. Heard this company is going IPO soon. With this quality  am sure the shares will sink.,home
1,simply worst product I ever seen in my life,home
1,Price was high when compared with other purchaser,toys
5,Interesting story.difficult to put down the book till completed..well written and story is excellent..,books
1,Price is high than quality!!!,toys
1,Need to improve thinness,toys
4,Its ? . What to review it just go for it,mobile
2,Almost on mrp and I received defective.,toys
4,Not as expected  plastic is hard  not safe for toddlers.,toys
2,don't any sloving issues after the delivery,
1,Very thin n low quality,toys
3,Just 129/-Quality awesome,toys
5,very reasonable ,mobile
3,Its an average ,mobile
2,Very poor quality plastic,toys
2,bad response,books
2,Very thin n low quality,toys
1,boring game,fashion
2,bad ..waste of money,toys
5,Very good product. Very easy to use. Can be cleaned very easily. It is very light weight.,home
1,Value for money ???ø???ø,toys
5,Good quality,home
2,It s more costly.All rings are good except the head ball it s seems like used one.Little disappointed but other wise all are good,toys
2,simply worst product I ever seen in my life,fashion
3,Its an average ,mobile
1,Don t go for by seeing colour and price  product is not expected quality after using 1 week I am writing my review Not comfortable for walking I am getting finger rashes and the downside soul is very cheap quality for small stones we are getting pains on foot.,fashion
4,Good product. Received just as shown in the picture. Does not come in a hard box but wrapped in net.Good for personal use.,toys
2,problems with product quality,fashion
2,"Front camera is not great , rest all cool",mobile
4,Worth for the money.Good product size and colour.,fashion
1,Very low grade product  not recommended. Even not packed very well. Dont buy.,toys
4,Great Read & Study & Put Into Action Book !!!!,books
5,I love it,clothing
3,Excellent,toys
2,don't expect anything from this product,fashion
3,I just loved this book.,books
2,Camera quality not so much Good as others phone 68 mp camera,mobile
2,don't expect anything from this product,fashion
4,Good product value for money,toys
2,problems with product quality,fashion
2,delivery charges is too high,fashion
5,Value for money,fashion
1,Worst battery performance,mobile
5,Nice 1 comfortable,fashion
1,Price is high than quality!!!,toys
4,Liked everything,toys
4,"Overall a good phone but camera is not upto the mark. Samsung j7 , j7max and poco F1have a better camera then this phone.",mobile
5,Fantastic one,fashion
3,My 1 year baby like so much. Enjoying playing with it.,toys
2,Worst quality and it smells bad .,toys
5,I have been reading crime fiction right from my school days. Never read a work so senseless. Poor storyline. Poor imagination. I don t know ehy he still continues write.I shall be careful in asking for works of unknown authors.,books
2,delivery issues,home
1,Don t buy.,toys
2,regret to inform you I didn t receive the complete set smiley on the top is missing.,toys
1,unhappy with delivery response,books
4,It s a fun game I play with my son. The double sided cards add a new way to play. The dark side has some interesting cards like one that you make people get cards from the pile until they get a specific color  another card you can skip everyone. The dark side layout is beautiful too. The light side is just like regular one.The flip option offers and interesting twist in this classic game.,toys
2,Not good product....very normal plastic.. it should be rate of around Rs. 50/-.. not satisfy overall..,toys
4,Not great,toys
4,Good quality  my son loves playing with it especially the happy,toys
5,simply wonderful product,fashion
1,The quality would have been better. I think the price is a little high.,toys
2,POOR QUALITY SOLE IS HARD,fashion
5,This is a book that I read years ago. I now use it on my youtube book review weekly to help others. This book taught me how to think positively and help others do the same. My subscribers only have positive comments about this book . Excellent.,books
4,Light weight meanwhile not item is not strong,toys
4,Very good,fashion
1,Price was high when compared with other purchaser,toys
1,don't any sloving issues after the delivery,
4,The product is not at all baby friendly.I ve never written a review on any product but this one tempted me to do so.I ve attached a picture of the product. There s a sharp piece sticking out. Babies usually put all toys in their mouth. This piece would have injured my baby seriously had I not inspected the product for faults.,toys
5,Today I received the product.. packaging is totally awesome.. build quality is fablous.. features wise totally paesa usul.. normally it s online price 2800/- to 2900/- but I purchased it only 2087/- (in lighteing deal) don t think guys just go for it.. & if you like my comment please hit the helpful button & contact me if you have any queries...,home
5,very reasonable ,mobile
5,wow nice quality and product,fashion
3,Value for Money,toys
4,Nice product and kids can learn about color easily.low weight and harmless,toys
5,Yesterday came technician and after checked Induction Cook Top there was found coil fired then he said you will pay Rs. 400 amount otherwise not repair.I have purchased on 12.08.2021 and why pay amount under warrantyfor repair?What about warranty? if you not repair my product then I will complaint higher management.Request for repair my product any issues.Thanks RAJ KUMAR,home
4,My 3 year old loves it...,toys
2,Received in a good condition  looks like in the picture  but not used yet,toys
4,,mobile
5,Very nice shoes,fashion
1,Very small in sizeAmazon charged more money (172) than the actual price (Rs 139) of this toy,toys
5,I am very willing to change the way I think as a person. I to have faults and failures in life that I regret.,books
5,Very bad product I purchased last two months and used normally but induction is short circuit/ burn the back side  so that product is very bad quality. Don t purchase prestige PIC20 Induction. and customer care number is always disconnected.,home
2,not recommended,home
1,I hate this product,home
3,you can buy it  but its need improvement,mobile
1,Not worth buying,mobile
5,wow nice quality and product,fashion
3,Durable.. seems like good quality plastic is used..,toys
1,waste of money,fashion
2,Product quality is not as per price but it does work. Very helpful,toys
4,The flip side is crazy.,toys
1,shit product,home
4,Good reading.,books
2,horrible service,home
1,Didn't received protective case.,mobile
2,Not at all good,mobile
5,It has been a month since I started using for minor cooking  however the cooktop stopped working all and does not power ON.3-Dec-21:Made service request,home
1,I don t like it Amazon product s,fashion
5,good book,books
2,this product don't reach my expectations ,fashion
5,Fantastic one,fashion
5,Great mystery and a must read.,books
5,We as Indians should be proud of Salil Desai  who has graduated to a class crime story writer. The storyline of  Three and a half murder  is full of twists and turns till the end and the book is a page turner and keeps the reader glued to it till last. No wonder its amongst the best sellers.,books
1,Product is not good,fashion
3,The toy is good but the packaging was very disappointing. It was wrapped in a transparent polythene as in the picture.,toys
4,Sharp edges which could scratch the baby while playing,toys
4,Good my baby plays with it and it is weightless to handle..,toys
5,I bought this item exactly one year ago in July 2020  as a standby for my Morphy Richards induction cooktop i had been using for 3yrs. Started using this one in April 2021 and in less than 4 months  the outer casing has started melting. Not a good performance for a prestigious brand. Not dependable certainly.,home
2,Very good in performance and camera.Display is awesome & absolutely amazing,mobile
4,Good,mobile
3,Good,toys
3,Very soft material good for kids,toys
5,it s good product but don t use rough.,fashion
3,nice toy,toys
4,50 rup quality...too costly in market rate is just 80 rup ...and if I am compare with online market product quality is good .....,toys
2,Price very high,toys
5,The problems mentioned in some of the review has come true. There are cracks across the body panel and the cooling fan shuts off on its own resulting in overheating and the induction shutting itself off. And this is after just 1.5 months of use. I would recommend to go for other brands such as prestige etc. Which have a better service network and more importantly a better product.,home
2,I never expect from you ,mobile
3,Recieved broken product,toys
2,I dont like It ..,home
2,bad,mobile
1,careless staff,books
1,book is too bad,books
2,not recommended,shoes
5,Fantastic one,fashion
3,Its an average ,mobile
3,you can buy it  but its need improvement,mobile
1,Quality is k but may worth for 60rs that s all . I felt simply paid double amount,toys
4,Production is good. But it s smiley cap very loose ???????,toys
1,unhappy with delivery response,home
5,Very good,fashion
5,I recently ordered this induction cooktop from Amazon and I m really happy with the experience. I made several dishes for my family with the help of this induction. It is very easy to use- if you want to boil water you can simply press on the button   keep warm    if you want to fry anything you can press   deep fry  button. You can also control the temperature according to your need! I must say that cooking is made easy for me :),home
1,Battery is low performance,mobile
4,Good but not full colorful,toys
5,I purchased pigeon Induction cook top around a month back and am using it in my home. I believe it has all the necessary features an induction cooktop might have and easy to use. It is elegant and light weight. Easy to carry.Price is also reasonable. I can cook rice  chapati dal and other curries also. Making tea and and soup is also quick. It offers various temperature range to chose from when you select curry option which is ideal.In my opinion this offers me a great value for my money.Recommended for every person who is living a bachelors life and has continuous power supply at home.,home
5,Love loved the product!! So happy with it. Thanks!,books
5,Its perfect didnt expect dat loved it,fashion
5,You sels second hand products,home
5,Wow Wow the quality ???,fashion
2,puzzle is so easy and very boring,home
1,lot of issues after using this product,fashion
4,Works good without any problem. The Indian menu option selector is not of much help. For example the preset button for idili is 1400 watts which is too high. You just need it around 800 to 1000 watts. It is better not to use these presets and manage with the temperature manually. Also requires an induction based vessel to work on these. Heats up very fast and as of now works very good.,home
2,The quality would have been better. I think the price is a little high.,toys
5,Very beautiful and nice,fashion
2,Comparing the quality of the product the price is too high.. ok ok types product.,toys
5,wow nice quality and product,fashion
4,Must have,toys
1,delivery issues,fashion
5,Neatly to say Phillips ƒ??is Brand where u have to Sure to purchase the product .There are below 2000 Induction but the built and working is Superƒ??‹?.This is mine 2 purchase earlier was same one for my ealrier place now bought again ???,home
1,Very low in quality . But value for money,toys
4,"Initial thoughts- A good, practical phone",mobile
4,I ordered it for my nephew and he is very happy to play with.,toys
1,Quality is k but may worth for 60rs that s all . I felt simply paid double amount,toys
3,This is an easy to read book that is very informative. Mr Keller avoids the extraneous and gives an excellent way to evaluate and use your own perceptions of yourself. If you needed to choose a way to get things done in your life  this is a great way to start. He gets right to the point and there is little doubt of what is important along the way.Motivation is something that everyone is looking for these days and things like attitude and discipline are the heart of motivation. Books like this give people a truthful way to go  there is no free lunch.,books
4,Has sharp edges on inside of the ring. Which might hurt kids while playing with it.Made of flimsy plastic  not as sturdy. Especially the stand. The plastic is so soft even kids can squish it easily.Not safe for kids,toys
3,Its an average product. Not that good plastic,toys
1,Price is high than quality!!!,toys
1,Poor quality  Have ordered for my 5 Month old baby.,toys
1,not cool ,mobile
2,Good quality... helpful for child development.. colour combinations is good,toys
3,Good Quality Product,toys
1,bad experiences,fashion
2,problems with product quality,home
2,Product is not good,fashion
4,My 9 month baby likes it and no sharp edges .,toys
1,some parts are missing ,home
5,Good gripping novel,books
5,Worth of money,mobile
2,delivery issues,home
2,bad response,fashion
1,Product is good but packaing  I really very disappointed with pacakging with this order.. Simply with amazon bar with transparent thick plastic cover only .. But product is good..,toys
2,Kid like it..playing all time,toys
3,It is refreshing! I was hoping that the book would give more strategies but it does help,books
1,"Don't buy this phone, it's bulshit. Waste of money, the camera quality is very low and battery is also less.",mobile
5,It s a comfortable for my son. His so happy. Thank u.,fashion
4,Really helpful for children,toys
1,late delivery,books
1,Price was high when compared with other purchaser,toys
1,Stitch problem,fashion
5,Fantastic one,fashion
4,Product is good,toys
5,wow nice quality and product,fashion
2,delivery issues,home
4,good,toys
1,Enter the review : The fabric is definitely not 100% cotton as claimed by manufacturer or seller. When u put this T Shirt it starts pinching and u feel itching throughout body portion covered by this fabric. One more information; It's small size is 37 and medium size is 39. So whoever is wearing 38 size should never think at about this product.,fashion
1,Not money worthy,toys
2,Top smiley was missing  so requested for replacement.,toys
2,Very poor quality plastic,toys
4,Worth product value for money and thickness also good,toys
1,Worst product don't buy from this dealer. Buy genuine products from iplanet. Just now got it found defective.,mobile
2,bad ..waste of money,toys
4,Value for money...,toys
2,Cheap quality plastic product,toys
5,Fantastic!,books
2,I dont like It ..,clothing
2,bad,mobile
5,Good Quality,mobile
1,The product I received was really bad it has tiny holes everywhere,toys
5,Good Quality,home
2,bad ..waste of money,toys
2,features is not good ,mobile
1,Colors mentioned in the image is different from what I received and also instead of smiley it was duck. Quite upset with product.,toys
4,not working properly,mobile
3,Value,toys
1,unfair product,fashion
